period,lifeform,aphiaID,imaging_density,edna_density,difference,,,,,
2021-07,Undefined,22156,0.000,0.000,0.000,,,,,
2021-07,Undefined,23157,0.000,0.000,0.000,,,,,
2021-07,Undefined,394011,0.000,0.000,0.000,,,,,
2021-07,Undefined,414693,0.000,0.000,0.000,,,,,
2021-07,Undefined,851649,0.000,0.000,0.000,,,,,
2021-07,Undefined,117254,0.000,0.000,0.000,,,,,
2021-07,Undefined,341585,0.000,0.000,0.000,,,,,
2021-07,Undefined,601384,0.000,0.000,0.000,,,,,
2021-07,Undefined,836357,0.000,0.000,0.000,,,,,
2021-07,Undefined,146582,0.000,0.000,0.000,,,,,
2021-07,Undefined,104093,0.000,0.000,0.000,,,,,
2021-07,Undefined,573888,0.000,0.000,0.000,,,,,
2021-07,Undefined,582205,0.000,0.000,0.000,,,,,
2021-07,Undefined,101397,0.000,0.000,0.000,,,,,
2021-07,Undefined,101571,0.000,0.000,0.000,,,,,
2021-07,Undefined,394869,0.000,0.000,0.000,,,,,
2021-07,Undefined,562786,0.000,0.000,0.000,,,,,
2021-07,Undefined,591251,0.000,0.000,0.000,,,,,
2021-07,Undefined,1492701,0.000,0.000,0.000,,,,,
2021-07,Undefined,836366,0.000,0.000,0.000,,,,,
2021-07,Undefined,101064,0.000,0.000,0.000,,,,,
2021-07,Undefined,580117,0.000,0.000,0.000,,,,,
2021-07,Undefined,562852,0.000,0.000,0.000,,,,,
2021-07,Undefined,102431,0.000,0.000,0.000,,,,,
2021-07,Undefined,235814,0.000,0.000,0.000,,,,,
2021-07,Undefined,235816,0.000,0.000,0.000,,,,,
2021-07,Undefined,591250,0.000,0.000,0.000,,,,,
2021-07,Undefined,599623,0.000,0.000,0.000,,,,,
2021-07,Undefined,178510,0.000,0.000,0.000,,,,,
2021-07,Undefined,235812,0.000,0.000,0.000,,,,,
2021-07,Undefined,146548,0.000,0.000,0.000,,,,,
2021-07,Undefined,22724,0.000,0.000,0.000,,,,,
2021-07,Undefined,118086,0.000,0.000,0.000,,,,,
2021-07,Undefined,102438,0.000,0.001,-0.001,,,,,
2021-07,Undefined,742628,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1307,0.000,0.001,-0.001,,,,,
2021-07,Undefined,234035,0.000,0.001,-0.001,,,,,
2021-07,Undefined,104079,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1492698,0.000,0.001,-0.001,,,,,
2021-07,Undefined,175581,0.000,0.001,-0.001,,,,,
2021-07,Undefined,287209,0.000,0.001,-0.001,,,,,
2021-07,Undefined,345523,0.000,0.001,-0.001,,,,,
2021-07,Undefined,886453,0.000,0.001,-0.001,,,,,
2021-07,Undefined,135261,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1348,0.000,0.001,-0.001,,,,,
2021-07,Undefined,536202,0.000,0.001,-0.001,,,,,
2021-07,Undefined,591238,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1653503,0.000,0.001,-0.001,,,,,
2021-07,Undefined,118088,0.000,0.001,-0.001,,,,,
2021-07,Undefined,836372,0.000,0.001,-0.001,,,,,
2021-07,Undefined,104106,0.000,0.001,-0.001,,,,,
2021-07,Undefined,292894,0.000,0.001,-0.001,,,,,
2021-07,Undefined,573250,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1476515,0.000,0.001,-0.001,,,,,
2021-07,Undefined,391862,0.000,0.001,-0.001,,,,,
2021-07,Undefined,120662,0.000,0.001,-0.001,,,,,
2021-07,Undefined,146544,0.000,0.001,-0.001,,,,,
2021-07,Undefined,146712,0.000,0.001,-0.001,,,,,
2021-07,Undefined,1360,0.000,0.001,-0.001,,,,,
2021-07,Undefined,234036,0.000,0.001,-0.001,,,,,
2021-07,Undefined,590699,0.000,0.002,-0.002,,,,,
2021-07,Undefined,345549,0.000,0.002,-0.002,,,,,
2021-07,Undefined,603184,0.000,0.002,-0.002,,,,,
2021-07,Undefined,146584,0.000,0.003,-0.003,,,,,
2021-07,Undefined,612111,0.000,0.003,-0.003,,,,,
2021-07,Undefined,1656682,0.000,0.003,-0.003,,,,,
2021-07,Undefined,536191,0.000,0.004,-0.004,,,,,
2021-07,Undefined,160573,0.000,0.004,-0.004,,,,,
2021-07,Undefined,182757,0.000,0.004,-0.004,,,,,
2021-07,Undefined,146213,0.000,0.004,-0.004,,,,,
2021-07,Undefined,160570,0.000,0.004,-0.004,,,,,
2021-07,Undefined,135225,0.000,0.005,-0.005,,,,,
2021-07,Undefined,368663,0.000,0.006,-0.006,,,,,
2021-07,Undefined,149067,0.000,0.011,-0.011,,,,,
2021-07,Undefined,889925,0.000,0.012,-0.012,,,,,
2021-07,Undefined,146547,0.000,0.137,-0.137,,,,,
2021-07,Undefined,345514,0.000,0.139,-0.139,,,,,
2021-08,Diatom,148969,0.190,0.000,0.190,,,,,
2021-08,Diatom,149151,0.172,0.000,0.172,,,,,
2021-08,Diatom,149023,0.135,0.000,0.134,,,,,
2021-08,Diatom,148899,0.150,0.028,0.122,,,,,
2021-08,Diatom,149130,0.115,0.010,0.105,,,,,
2021-08,Diatom,149069,0.078,0.002,0.076,,,,,
2021-08,Diatom,148985,0.041,0.002,0.039,,,,,
2021-08,Diatom,149322,0.023,0.000,0.023,,,,,
2021-08,Diatom,149132,0.019,0.000,0.018,,,,,
2021-08,Diatom,447730,0.015,0.000,0.015,,,,,
2021-08,Diatom,591192,0.012,0.000,0.012,,,,,
2021-08,Diatom,162969,0.004,0.000,0.004,,,,,
2021-08,Diatom,836581,0.003,0.000,0.003,,,,,
2021-08,Diatom,149655,0.002,0.000,0.002,,,,,
2021-08,Diatom,345491,0.002,0.000,0.002,,,,,
2021-08,Diatom,1322468,0.002,0.000,0.002,,,,,
2021-08,Diatom,149271,0.002,0.000,0.002,,,,,
2021-08,Diatom,148971,0.001,0.000,0.001,,,,,
2021-08,Diatom,149118,0.001,0.000,0.001,,,,,
2021-08,Diatom,149280,0.001,0.000,0.001,,,,,
2021-08,Diatom,149068,0.006,0.005,0.001,,,,,
2021-08,Diatom,149061,0.000,0.000,0.000,,,,,
2021-08,Diatom,148911,0.000,0.000,0.000,,,,,
2021-08,Diatom,148981,0.000,0.000,0.000,,,,,
2021-08,Diatom,149011,0.000,0.000,0.000,,,,,
2021-08,Diatom,149031,0.000,0.000,0.000,,,,,
2021-08,Diatom,149037,0.000,0.000,0.000,,,,,
2021-08,Diatom,149054,0.000,0.000,0.000,,,,,
2021-08,Diatom,149055,0.000,0.000,0.000,,,,,
2021-08,Diatom,149137,0.000,0.000,0.000,,,,,
2021-08,Diatom,149291,0.000,0.000,0.000,,,,,
2021-08,Diatom,149630,0.000,0.000,0.000,,,,,
2021-08,Diatom,156617,0.000,0.000,0.000,,,,,
2021-08,Diatom,148998,0.000,0.000,0.000,,,,,
2021-08,Diatom,149032,0.000,0.000,0.000,,,,,
2021-08,Diatom,149092,0.000,0.000,0.000,,,,,
2021-08,Diatom,149158,0.000,0.000,0.000,,,,,
2021-08,Diatom,149631,0.000,0.000,0.000,,,,,
2021-08,Diatom,148909,0.000,0.000,0.000,,,,,
2021-08,Diatom,149144,0.000,0.000,0.000,,,,,
2021-08,Diatom,149145,0.000,0.000,0.000,,,,,
2021-08,Diatom,149311,0.000,0.000,0.000,,,,,
2021-08,Diatom,450619,0.000,0.000,0.000,,,,,
2021-08,Diatom,148947,0.000,0.000,0.000,,,,,
2021-08,Diatom,148965,0.000,0.000,0.000,,,,,
2021-08,Diatom,148952,0.000,0.000,0.000,,,,,
2021-08,Diatom,148967,0.000,0.000,0.000,,,,,
2021-08,Diatom,149106,0.000,0.000,0.000,,,,,
2021-08,Diatom,149165,0.000,0.000,0.000,,,,,
2021-08,Diatom,148944,0.000,0.000,0.000,,,,,
2021-08,Diatom,149179,0.000,0.000,0.000,,,,,
2021-08,Diatom,149181,0.000,0.000,0.000,,,,,
2021-08,Diatom,149010,0.000,0.000,0.000,,,,,
2021-08,Diatom,149065,0.000,0.000,0.000,,,,,
2021-08,Diatom,148994,0.000,0.000,0.000,,,,,
2021-08,Diatom,149003,0.000,0.000,0.000,,,,,
2021-08,Diatom,149116,0.000,0.000,0.000,,,,,
2021-08,Diatom,149022,0.000,0.000,0.000,,,,,
2021-08,Diatom,149619,0.000,0.000,0.000,,,,,
2021-08,Diatom,149004,0.000,0.000,0.000,,,,,
2021-08,Diatom,149234,0.000,0.000,0.000,,,,,
2021-08,Diatom,148934,0.000,0.000,0.000,,,,,
2021-08,Diatom,148917,0.000,0.000,0.000,,,,,
2021-08,Diatom,149045,0.000,0.000,0.000,,,,,
2021-08,Diatom,149122,0.000,0.000,0.000,,,,,
2021-08,Diatom,149135,0.000,0.000,0.000,,,,,
2021-08,Diatom,149038,0.000,0.000,0.000,,,,,
2021-08,Diatom,149233,0.000,0.000,0.000,,,,,
2021-08,Diatom,149313,0.000,0.000,0.000,,,,,
2021-08,Diatom,148905,0.000,0.000,0.000,,,,,
2021-08,Diatom,175584,0.000,0.000,0.000,,,,,
2021-08,Diatom,148916,0.000,0.000,0.000,,,,,
2021-08,Diatom,149021,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149039,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149112,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149241,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149236,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149113,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149134,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149015,0.000,0.001,-0.001,,,,,
2021-08,Diatom,148984,0.000,0.001,-0.001,,,,,
2021-08,Diatom,149219,0.000,0.001,-0.001,,,,,
2021-08,Diatom,148963,0.000,0.002,-0.002,,,,,
2021-08,Diatom,149001,0.000,0.002,-0.002,,,,,
2021-08,Diatom,172418,0.000,0.002,-0.002,,,,,
2021-08,Diatom,149002,0.000,0.003,-0.003,,,,,
2021-08,Diatom,149073,0.000,0.003,-0.003,,,,,
2021-08,Diatom,149115,0.000,0.003,-0.003,,,,,
2021-08,Diatom,148904,0.000,0.003,-0.003,,,,,
2021-08,Diatom,149111,0.000,0.003,-0.003,,,,,
2021-08,Diatom,148912,0.000,0.006,-0.006,,,,,
2021-08,Diatom,148900,0.000,0.012,-0.012,,,,,
2021-08,Diatom,148903,0.000,0.021,-0.021,,,,,
2021-08,Diatom,148898,0.000,0.054,-0.054,,,,,
2021-08,Dinoflagellate,840626,0.015,0.000,0.015,,,,,
2021-08,Dinoflagellate,494057,0.003,0.000,0.003,,,,,
2021-08,Dinoflagellate,110247,0.002,0.000,0.002,,,,,
2021-08,Dinoflagellate,109393,0.002,0.000,0.002,,,,,
2021-08,Dinoflagellate,109553,0.001,0.001,0.000,,,,,
2021-08,Dinoflagellate,109408,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109421,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109894,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,110208,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,148915,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,163862,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,231790,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,599664,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109504,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,231793,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109390,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,231799,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,624607,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109418,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109485,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,110152,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,110303,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109492,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109500,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109540,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109438,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,231789,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109428,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,232861,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109470,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109467,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109477,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109474,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109478,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,231787,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,110248,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,604918,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,232785,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,246598,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109899,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109391,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109921,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,232546,0.000,0.000,0.000,,,,,
2021-08,Dinoflagellate,109476,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,110213,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,110260,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,232716,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,110216,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,110229,0.000,0.001,-0.001,,,,,
2021-08,Dinoflagellate,109442,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,109396,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,109784,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,109435,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,109394,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,494056,0.000,0.002,-0.002,,,,,
2021-08,Dinoflagellate,109392,0.000,0.003,-0.003,,,,,
2021-08,Dinoflagellate,109566,0.000,0.003,-0.003,,,,,
2021-08,Dinoflagellate,109410,0.000,0.008,-0.008,,,,,
2021-08,Dinoflagellate,109475,0.000,0.008,-0.008,,,,,
2021-08,Dinoflagellate,19542,0.000,0.140,-0.140,,,,,
2021-08,Other,146557,0.000,0.000,0.000,,,,,
2021-08,Other,824,0.000,0.000,0.000,,,,,
2021-08,Other,1080,0.000,0.000,0.000,,,,,
2021-08,Other,1371,0.000,0.000,0.000,,,,,
2021-08,Other,1410,0.000,0.000,0.000,,,,,
2021-08,Other,1820,0.000,0.000,0.000,,,,,
2021-08,Other,22556,0.000,0.000,0.000,,,,,
2021-08,Other,104241,0.000,0.000,0.000,,,,,
2021-08,Other,105506,0.000,0.000,0.000,,,,,
2021-08,Other,105557,0.000,0.000,0.000,,,,,
2021-08,Other,105571,0.000,0.000,0.000,,,,,
2021-08,Other,134524,0.000,0.000,0.000,,,,,
2021-08,Other,134530,0.000,0.000,0.000,,,,,
2021-08,Other,134563,0.000,0.000,0.000,,,,,
2021-08,Other,183533,0.000,0.000,0.000,,,,,
2021-08,Other,291417,0.000,0.000,0.000,,,,,
2021-08,Other,292897,0.000,0.000,0.000,,,,,
2021-08,Other,886288,0.000,0.000,0.000,,,,,
2021-08,Other,117030,0.000,0.000,0.000,,,,,
2021-08,Other,2081,0.000,0.000,0.000,,,,,
2021-08,Other,14355,0.000,0.000,0.000,,,,,
2021-08,Other,105410,0.000,0.000,0.000,,,,,
2021-08,Other,106282,0.000,0.000,0.000,,,,,
2021-08,Other,106346,0.000,0.000,0.000,,,,,
2021-08,Other,118027,0.000,0.000,0.000,,,,,
2021-08,Other,118073,0.000,0.000,0.000,,,,,
2021-08,Other,129437,0.000,0.000,0.000,,,,,
2021-08,Other,157680,0.000,0.000,0.000,,,,,
2021-08,Other,160584,0.000,0.000,0.000,,,,,
2021-08,Other,177588,0.000,0.000,0.000,,,,,
2021-08,Other,178594,0.000,0.000,0.000,,,,,
2021-08,Other,247944,0.000,0.000,0.000,,,,,
2021-08,Other,248096,0.000,0.000,0.000,,,,,
2021-08,Other,249725,0.000,0.000,0.000,,,,,
2021-08,Other,292896,0.000,0.000,0.000,,,,,
2021-08,Other,562628,0.000,0.000,0.000,,,,,
2021-08,Other,601744,0.000,0.000,0.000,,,,,
2021-08,Other,670030,0.000,0.000,0.000,,,,,
2021-08,Other,1320351,0.000,0.000,0.000,,,,,
2021-08,Other,1606,0.000,0.000,0.000,,,,,
2021-08,Other,13551,0.000,0.000,0.000,,,,,
2021-08,Other,14260,0.000,0.000,0.000,,,,,
2021-08,Other,134545,0.000,0.000,0.000,,,,,
2021-08,Other,146541,0.000,0.000,0.000,,,,,
2021-08,Other,157258,0.000,0.000,0.000,,,,,
2021-08,Other,247913,0.000,0.000,0.000,,,,,
2021-08,Other,247915,0.000,0.000,0.000,,,,,
2021-08,Other,799,0.000,0.000,0.000,,,,,
2021-08,Other,1806,0.000,0.000,0.000,,,,,
2021-08,Other,104159,0.000,0.000,0.000,,,,,
2021-08,Other,105541,0.000,0.000,0.000,,,,,
2021-08,Other,106485,0.000,0.000,0.000,,,,,
2021-08,Other,115058,0.000,0.000,0.000,,,,,
2021-08,Other,117535,0.000,0.000,0.000,,,,,
2021-08,Other,135220,0.000,0.000,0.000,,,,,
2021-08,Other,233776,0.000,0.000,0.000,,,,,
2021-08,Other,793,0.000,0.000,0.000,,,,,
2021-08,Other,103990,0.000,0.000,0.000,,,,,
2021-08,Other,163057,0.000,0.000,0.000,,,,,
2021-08,Other,531467,0.000,0.000,0.000,,,,,
2021-08,Other,21001,0.000,0.000,0.000,,,,,
2021-08,Other,115086,0.000,0.000,0.000,,,,,
2021-08,Other,123084,0.000,0.000,0.000,,,,,
2021-08,Other,131187,0.000,0.000,0.000,,,,,
2021-08,Other,134564,0.000,0.000,0.000,,,,,
2021-08,Other,135513,0.000,0.000,0.000,,,,,
2021-08,Other,425519,0.000,0.000,0.000,,,,,
2021-08,Other,152391,0.000,0.000,0.000,,,,,
2021-08,Other,1071,0.000,0.000,0.000,,,,,
2021-08,Other,104240,0.000,0.000,0.000,,,,,
2021-08,Other,104685,0.000,0.000,0.000,,,,,
2021-08,Other,134527,0.000,0.000,0.000,,,,,
2021-08,Other,1103,0.000,0.000,0.000,,,,,
2021-08,Other,17793,0.000,0.000,0.000,,,,,
2021-08,Other,129619,0.000,0.000,0.000,,,,,
2021-08,Other,732333,0.000,0.000,0.000,,,,,
2021-08,Other,1434803,0.000,0.000,0.000,,,,,
2021-08,Other,1249,0.000,0.000,0.000,,,,,
2021-08,Other,5953,0.000,0.000,0.000,,,,,
2021-08,Other,21000,0.000,0.000,0.000,,,,,
2021-08,Other,104262,0.000,0.000,0.000,,,,,
2021-08,Other,1795,0.000,0.000,0.000,,,,,
2021-08,Other,115060,0.000,0.000,0.000,,,,,
2021-08,Other,160563,0.000,0.000,0.000,,,,,
2021-08,Other,249721,0.000,0.000,0.000,,,,,
2021-08,Other,183543,0.000,0.000,0.000,,,,,
2021-08,Other,134533,0.000,0.000,0.000,,,,,
2021-08,Other,248097,0.000,0.000,0.000,,,,,
2021-08,Other,115153,0.000,0.000,0.000,,,,,
2021-08,Other,341353,0.000,0.000,0.000,,,,,
2021-08,Other,577493,0.000,0.000,0.000,,,,,
2021-08,Other,13552,0.000,0.000,0.000,,,,,
2021-08,Other,106287,0.000,0.000,0.000,,,,,
2021-08,Other,115073,0.000,0.000,0.000,,,,,
2021-08,Other,115351,0.000,0.000,0.000,,,,,
2021-08,Other,160585,0.000,0.000,0.000,,,,,
2021-08,Other,101198,0.000,0.000,0.000,,,,,
2021-08,Other,802,0.000,0.000,0.000,,,,,
2021-08,Other,157256,0.000,0.000,0.000,,,,,
2021-08,Other,101,0.000,0.000,0.000,,,,,
2021-08,Other,106422,0.000,0.000,0.000,,,,,
2021-08,Other,1444150,0.000,0.000,0.000,,,,,
2021-08,Other,115104,0.000,0.000,0.000,,,,,
2021-08,Other,1104,0.000,0.000,0.000,,,,,
2021-08,Other,110722,0.000,0.000,0.000,,,,,
2021-08,Other,160581,0.000,0.000,0.000,,,,,
2021-08,Other,146232,0.000,0.000,0.000,,,,,
2021-08,Other,160583,0.000,0.000,0.000,,,,,
2021-08,Other,233761,0.000,0.000,0.000,,,,,
2021-08,Other,425497,0.000,0.000,0.000,,,,,
2021-08,Other,601293,0.000,0.000,0.000,,,,,
2021-08,Other,104196,0.000,0.000,0.000,,,,,
2021-08,Other,106285,0.000,0.000,0.000,,,,,
2021-08,Other,129697,0.000,0.000,0.000,,,,,
2021-08,Other,1248,0.000,0.000,0.000,,,,,
2021-08,Other,233759,0.000,0.000,0.000,,,,,
2021-08,Other,913,0.000,0.000,0.000,,,,,
2021-08,Other,104152,0.000,0.000,0.000,,,,,
2021-08,Other,115090,0.000,0.000,0.000,,,,,
2021-08,Other,104872,0.000,0.001,-0.001,,,,,
2021-08,Other,146549,0.000,0.001,-0.001,,,,,
2021-08,Other,1337,0.000,0.001,-0.001,,,,,
2021-08,Other,105450,0.000,0.001,-0.001,,,,,
2021-08,Other,160582,0.000,0.001,-0.001,,,,,
2021-08,Other,134529,0.000,0.001,-0.001,,,,,
2021-08,Other,160572,0.000,0.001,-0.001,,,,,
2021-08,Other,17651,0.000,0.001,-0.001,,,,,
2021-08,Other,119077,0.000,0.001,-0.001,,,,,
2021-08,Other,101195,0.000,0.001,-0.001,,,,,
2021-08,Other,160597,0.000,0.001,-0.001,,,,,
2021-08,Other,160564,0.000,0.001,-0.001,,,,,
2021-08,Other,115088,0.000,0.001,-0.001,,,,,
2021-08,Other,146624,0.000,0.001,-0.001,,,,,
2021-08,Other,146230,0.000,0.001,-0.001,,,,,
2021-08,Other,146606,0.000,0.001,-0.001,,,,,
2021-08,Other,128545,0.000,0.001,-0.001,,,,,
2021-08,Other,118028,0.000,0.001,-0.001,,,,,
2021-08,Other,51,0.000,0.001,-0.001,,,,,
2021-08,Other,118075,0.000,0.001,-0.001,,,,,
2021-08,Other,115061,0.000,0.001,-0.001,,,,,
2021-08,Other,1101,0.000,0.001,-0.001,,,,,
2021-08,Other,1267,0.000,0.001,-0.001,,,,,
2021-08,Other,118011,0.000,0.002,-0.002,,,,,
2021-08,Other,11,0.000,0.002,-0.002,,,,,
2021-08,Other,1789,0.000,0.002,-0.002,,,,,
2021-08,Other,118051,0.000,0.002,-0.002,,,,,
2021-08,Other,801,0.000,0.002,-0.002,,,,,
2021-08,Other,17639,0.000,0.002,-0.002,,,,,
2021-08,Other,105,0.000,0.003,-0.003,,,,,
2021-08,Other,1100,0.000,0.003,-0.003,,,,,
2021-08,Other,1292,0.000,0.003,-0.003,,,,,
2021-08,Other,1102,0.000,0.003,-0.003,,,,,
2021-08,Other,146543,0.000,0.003,-0.003,,,,,
2021-08,Other,118014,0.000,0.004,-0.004,,,,,
2021-08,Other,882,0.000,0.004,-0.004,,,,,
2021-08,Other,416523,0.000,0.004,-0.004,,,,,
2021-08,Other,369190,0.000,0.005,-0.005,,,,,
2021-08,Other,1065,0.000,0.005,-0.005,,,,,
2021-08,Other,883,0.000,0.008,-0.008,,,,,
2021-08,Other,17640,0.000,0.010,-0.010,,,,,
2021-08,Other,146603,0.000,0.015,-0.015,,,,,
2021-08,Other,1486573,0.000,0.033,-0.033,,,,,
2021-08,Other,146537,0.000,0.173,-0.173,,,,,
2021-08,Undefined,119095,0.000,0.000,0.000,,,,,
2021-08,Undefined,148951,0.000,0.000,0.000,,,,,
2021-08,Undefined,839,0.000,0.000,0.000,,,,,
2021-08,Undefined,857,0.000,0.000,0.000,,,,,
2021-08,Undefined,860,0.000,0.000,0.000,,,,,
2021-08,Undefined,980,0.000,0.000,0.000,,,,,
2021-08,Undefined,988,0.000,0.000,0.000,,,,,
2021-08,Undefined,1365,0.000,0.000,0.000,,,,,
2021-08,Undefined,1599,0.000,0.000,0.000,,,,,
2021-08,Undefined,2078,0.000,0.000,0.000,,,,,
2021-08,Undefined,2849,0.000,0.000,0.000,,,,,
2021-08,Undefined,2854,0.000,0.000,0.000,,,,,
2021-08,Undefined,8038,0.000,0.000,0.000,,,,,
2021-08,Undefined,19497,0.000,0.000,0.000,,,,,
2021-08,Undefined,22613,0.000,0.000,0.000,,,,,
2021-08,Undefined,22620,0.000,0.000,0.000,,,,,
2021-08,Undefined,22724,0.000,0.000,0.000,,,,,
2021-08,Undefined,22737,0.000,0.000,0.000,,,,,
2021-08,Undefined,22970,0.000,0.000,0.000,,,,,
2021-08,Undefined,22977,0.000,0.000,0.000,,,,,
2021-08,Undefined,100656,0.000,0.000,0.000,,,,,
2021-08,Undefined,104913,0.000,0.000,0.000,,,,,
2021-08,Undefined,105441,0.000,0.000,0.000,,,,,
2021-08,Undefined,105684,0.000,0.000,0.000,,,,,
2021-08,Undefined,109412,0.000,0.000,0.000,,,,,
2021-08,Undefined,109445,0.000,0.000,0.000,,,,,
2021-08,Undefined,109558,0.000,0.000,0.000,,,,,
2021-08,Undefined,110342,0.000,0.000,0.000,,,,,
2021-08,Undefined,110781,0.000,0.000,0.000,,,,,
2021-08,Undefined,110795,0.000,0.000,0.000,,,,,
2021-08,Undefined,110801,0.000,0.000,0.000,,,,,
2021-08,Undefined,110938,0.000,0.000,0.000,,,,,
2021-08,Undefined,118045,0.000,0.000,0.000,,,,,
2021-08,Undefined,118083,0.000,0.000,0.000,,,,,
2021-08,Undefined,120250,0.000,0.000,0.000,,,,,
2021-08,Undefined,120563,0.000,0.000,0.000,,,,,
2021-08,Undefined,120662,0.000,0.000,0.000,,,,,
2021-08,Undefined,122358,0.000,0.000,0.000,,,,,
2021-08,Undefined,122382,0.000,0.000,0.000,,,,,
2021-08,Undefined,122611,0.000,0.000,0.000,,,,,
2021-08,Undefined,123626,0.000,0.000,0.000,,,,,
2021-08,Undefined,128566,0.000,0.000,0.000,,,,,
2021-08,Undefined,128618,0.000,0.000,0.000,,,,,
2021-08,Undefined,129701,0.000,0.000,0.000,,,,,
2021-08,Undefined,131593,0.000,0.000,0.000,,,,,
2021-08,Undefined,131595,0.000,0.000,0.000,,,,,
2021-08,Undefined,134782,0.000,0.000,0.000,,,,,
2021-08,Undefined,134937,0.000,0.000,0.000,,,,,
2021-08,Undefined,135976,0.000,0.000,0.000,,,,,
2021-08,Undefined,136772,0.000,0.000,0.000,,,,,
2021-08,Undefined,137297,0.000,0.000,0.000,,,,,
2021-08,Undefined,138333,0.000,0.000,0.000,,,,,
2021-08,Undefined,138379,0.000,0.000,0.000,,,,,
2021-08,Undefined,140735,0.000,0.000,0.000,,,,,
2021-08,Undefined,141433,0.000,0.000,0.000,,,,,
2021-08,Undefined,142021,0.000,0.000,0.000,,,,,
2021-08,Undefined,146579,0.000,0.000,0.000,,,,,
2021-08,Undefined,146582,0.000,0.000,0.000,,,,,
2021-08,Undefined,146952,0.000,0.000,0.000,,,,,
2021-08,Undefined,149053,0.000,0.000,0.000,,,,,
2021-08,Undefined,149063,0.000,0.000,0.000,,,,,
2021-08,Undefined,149133,0.000,0.000,0.000,,,,,
2021-08,Undefined,149254,0.000,0.000,0.000,,,,,
2021-08,Undefined,149485,0.000,0.000,0.000,,,,,
2021-08,Undefined,150201,0.000,0.000,0.000,,,,,
2021-08,Undefined,155670,0.000,0.000,0.000,,,,,
2021-08,Undefined,156961,0.000,0.000,0.000,,,,,
2021-08,Undefined,157466,0.000,0.000,0.000,,,,,
2021-08,Undefined,160326,0.000,0.000,0.000,,,,,
2021-08,Undefined,160333,0.000,0.000,0.000,,,,,
